#	10636
月	12
惠	12
位	12
为	12
池	12
恒	12
也	12
佳	12
杭	11
卫	11
呢	11
经	11
巴	11
本	11
未	11
超	11
事	11
眼	11
屯	11
批	11
游	11
坡	11
两	11
塘	11
育	11
内	11
蒙	11
峰	11
凯	10
祥	10
继	10
续	10
职	10
桐	10
派	10
边	10
束	10
正	10
丹	10
虹	10
便	10
过	10
李	10
元	10
佛	10
体	10
威	10
自	10
米	10
岸	10
接	10
呀	10
莞	10
总	10
洛	10
赣	10
K	10
T	10
E	10
观	10
仙	10
洪	10
胜	10
营	10
影	10
寨	10
萝	10
卜	10
离	10
目	9
语	9
嗨	9
纪	9
克	9
S	9
仁	9
旗	9
将	9
码	9
觉	9
今	9
办	9
尚	9
随	9
产	9
声	9
购	9
D	9
O	9
波	9
钱	9
灵	9
居	9
坪	9
拨	9
周	9
全	9
风	9
同	9
网	9
桂	9
还	9
见	9
莱	9
柏	9
当	9
视	9
淮	9
豪	9
庭	9
期	9
珠	9
师	8
微	8
厅	8
展	8
直	8
支	8
做	8
量	8
宏	8
订	8
力	8
玛	8
郊	8
奥	8
再	8
凰	8
玩	8
几	8
奇	8
迁	8
胶	8
横	8
度	8
怀	8
呼	8
杨	8
于	8
委	8
邢	8
岳	8
干	8
钟	8
伊	8
牛	8
庙	8
代	8
配	8
松	8
实	8
隆	8
G	8
阿	8
布	8
虎	8
叮	7
咚	7
防	7
术	7
矿	7
普	7
深	7
树	7
步	7
饿	7
草	7
肥	7
秀	7
咸	7
刘	7
许	7
然	7
滩	7
徽	7
包	7
鑫	7
阜	7
旅	7
堰	7
法	7
息	7
辽	7
郡	7
药	7
向	7
官	7
拜	7
鼎	7
察	7
菜	7
复	7
基	7
料	7
选	7
柳	6
装	6
止	6
紫	6
望	6
灯	6
士	6
休	6
途	6
货	6
少	6
岩	6
手	6
聚	6
真	6
爷	6
唐	6
身	6
燕	6
级	6
条	6
冲	6
无	6
容	6
记	6
英	6
荣	6
井	6
纳	6
财	6
情	6
丘	6
茶	6
鸡	6
富	6
才	6
艺	6
潍	6
余	6
票	6
固	6
显	6
绵	6
徐	6
赵	6
麦	6
处	6
越	6
汤	6
锅	6
主	6
块	6
莲	6
铜	6
恩	6
材	6
御	6
翠	6
寻	6
至	6
推	6
毛	6
故	6
择	6
封	6
萨	6
朝	6
考	5
馨	5
饰	5
洞	5
亭	5
难	5
煤	5
报	5
圳	5
餐	5
振	5
谷	5
启	5
证	5
烟	5
冶	5
羊	5
朱	5
贡	5
哦	5
丁	5
比	5
售	5
锡	5
嵩	5
妇	5
渭	5
鱼	5
轩	5
聊	5
强	5
螺	5
鲜	5
段	5
治	5
铺	5
智	5
土	5
潭	5
她	5
假	5
埠	5
V	5
弄	5
应	5
教	5
孙	5
背	5
邓	5
渝	5
邮	5
赤	5
衡	5
逼	5
鄂	5
等	5
彩	5
示	5
润	5
堵	5
间	5
入	5
任	5
易	5
哥	5
进	5
堂	5
维	5
员	5
飞	5
森	5
堡	5
荆	5
芦	5
啥	5
讲	5
氏	5
朔	5
器	5
荐	5
写	5
桃	5
N	5
伦	5
坨	5
资	5
左	4
迪	4
辛	4
静	4
切	4
数	4
懂	4
睡	4
浪	4
屿	4
如	4
玻	4
璃	4
沂	4
税	4
系	4
统	4
掉	4
幸	4
伟	4
沃	4
食	4
密	4
械	4
沧	4
冀	4
舟	4
句	4
禄	4
陕	4
邑	4
录	4
庐	4
升	4
男	4
色	4
军	4
病	4
A	4
何	4
鞍	4
钢	4
遵	4
甲	4
潼	4
该	4
亮	4
又	4
盐	4
姐	4
意	4
薛	4
崇	4
B	4
半	4
枫	4
像	4
逸	4
角	4
胡	4
联	4
枣	4
介	4
验	4
递	4
转	4
属	4
绘	4
驾	4
换	4
涨	4
卖	4
检	4
留	4
览	4
沟	4
泊	4
冠	4
泥	4
芳	4
宫	4
章	4
底	4
寓	4
潮	4
址	4
功	4
别	4
贤	4
浴	4
岔	4
赛	4
梁	4
球	4
甘	4
垣	4
绿	4
韩	4
窗	4
唱	4
具	4
轻	4
欣	4
廊	4
约	4
节	4
绍	4
坝	4
充	4
I	4
黔	4
-	4
雁	4
Q	4
祁	4
榆	4
施	4
豆	4
淼	4
爸	4
雪	4
范	3
权	3
峡	3
栖	3
皇	3
咖	3
啡	3
萧	3
啦	3
送	3
楠	3
季	3
寿	3
帅	3
黎	3
倒	3
贝	3
溧	3
巷	3
呈	3
桦	3
立	3
靖	3
完	3
仪	3
奎	3
典	3
众	3
己	3
族	3
益	3
菏	3
研	3
究	3
座	3
匀	3
顶	3
塑	3
沥	3
谁	3
善	3
领	3
陆	3
依	3
皮	3
肉	3
种	3
络	3
君	3
濮	3
甸	3
藏	3
舍	3
欢	3
喜	3
彭	3
更	3
卡	3
昭	3
媒	3
咱	3
扬	3
蜀	3
喀	3
熟	3
宣	3
候	3
苗	3
或	3
曹	3
朋	3
谢	3
降	3
因	3
泾	3
荷	3
良	3
桑	3
兵	3
积	3
奉	3
些	3
闻	3
巩	3
版	3
坦	3
副	3
感	3
嘴	3
童	3
邵	3
调	3
只	3
识	3
栋	3
耐	3
蛋	3
鸿	3
C	3
贾	3
湿	3
榄	3
浙	3
U	3
朗	3
空	3
尾	3
葫	3
肃	3
纽	3
板	3
饶	3
次	3
历	3
琼	3
先	3
洗	3
滕	3
襄	3
黑	3
凌	3
式	3
乾	3
相	3
茂	3
荔	3
芜	3
傻	3
蒲	3
优	3
L	3
凉	3
冷	3
贺	3
瓦	3
监	3
厚	3
解	3
供	3
肇	3
根	3
室	3
尉	3
塞	3
抹	3
宿	3
眉	3
锁	3
喷	3
殷	3
浩	3
烧	3
斗	3
魔	3
炉	3
印	3
险	3
满	3
竹	3
野	3
厕	3
闵	2
卸	2
湟	2
霞	2
阆	2
死	2
笑	2
帝	2
操	2
孩	2
压	2
吴	2
渠	2
往	2
忘	2
宵	2
添	2
质	2
漫	2
牡	2
含	2
需	2
栈	2
辆	2
味	2
久	2
套	2
槐	2
驿	2
陷	2
指	2
鄄	2
畔	2
舜	2
巫	2
较	2
销	2
刻	2
浮	2
圈	2
尧	2
组	2
即	2
铭	2
亿	2
莹	2
靠	2
驶	2
漂	2
陶	2
玫	2
瑰	2
作	2
晚	2
叶	2
载	2
制	2
者	2
私	2
蚌	2
麻	2
烦	2
M	2
埔	2
午	2
弋	2
题	2
伯	2
凝	2
卓	2
昊	2
H	2
忠	2
鹿	2
鸣	2
泸	2
旧	2
鹭	2
巧	2
翼	2
侬	2
侯	2
传	2
焰	2
减	2
珙	2
泳	2
托	2
友	2
照	2
茅	2
舞	2
敦	2
娄	2
革	2
频	2
登	2
咳	2
杏	2
储	2
蓄	2
抚	2
堤	2
拿	2
测	2
狗	2
献	2
拥	2
持	2
价	2
既	2
焦	2
浏	2
咋	2
专	2
态	2
旋	2
彻	2
苹	2
浜	2
咯	2
鹏	2
改	2
延	2
坤	2
伤	2
否	2
泡	2
妞	2
共	2
磊	2
董	2
滚	2
旺	2
瀑	2
翰	2
戴	2
雍	2
箬	2
岚	2
淳	2
层	2
韶	2
Y	2
血	2
战	2
言	2
创	2
翡	2
招	2
猪	2
投	2
慈	2
幢	2
澧	2
准	2
岘	2
志	2
很	2
暖	2
狐	2
茫	2
汾	2
彗	2
夜	2
替	2
宋	2
询	2
麒	2
麟	2
适	2
废	2
漳	2
弥	2
券	2
邦	2
陂	2
枝	2
避	2
希	2
剧	2
岁	2
告	2
邻	2
笨	2
冰	2
p	2
t	2
s	2
r	2
o	2
e	2
申	2
督	2
悦	2
距	2
住	2
剑	2
瑶	2
养	2
冈	2
仓	2
轮	2
杰	2
隔	2
壁	2
菲	2
墅	2
圣	2
党	2
滇	2
姨	2
婆	2
沣	2
汝	2
洧	2
虞	2
仲	2
晶	2
鹅	2
邺	2
蛳	2
起	2
晨	2
澳	2
邯	2
郸	2
肯	2
响	2
峨	2
闸	2
女	2
镜	2
估	2
每	2
迷	2
承	2
勒	2
貂	2
蝉	2
足	2
疗	2
陇	2
薇	2
烤	2
鹤	2
萍	2
碑	2
煌	2
奶	2
腾	2
拓	2
备	2
醉	2
曾	2
窝	2
鸟	2
雷	2
顿	2
婚	2
裕	2
崔	2
骨	2
算	2
尊	2
泗	2
户	2
仔	2
恢	2
亳	2
嫖	2
妓	2
樟	2
甜	2
繁	2
胥	2
靓	2
各	2
迎	2
殖	2
纺	2
您	2
圆	2
诊	2
侨	2
<PAD>	1
<UNK>	1
翟	1
晖	1
疫	1
哭	1
抑	1
独	1
菁	1
境	1
嚼	1
闲	1
卧	1
鼓	1
磁	1
喆	1
驰	1
评	1
弹	1
樱	1
龚	1
旦	1
架	1
泛	1
雕	1
沭	1
鲅	1
淀	1
咏	1
霸	1
沐	1
冻	1
穿	1
互	1
助	1
棣	1
癜	1
屑	1
鬃	1
苦	1
额	1
策	1
祠	1
璧	1
滦	1
柘	1
宕	1
暂	1
冬	1
棍	1
排	1
孝	1
悠	1
焗	1
肤	1
腊	1
习	1
激	1
篓	1
熊	1
虾	1
鎏	1
粮	1
楚	1
盈	1
刚	1
嘛	1
朐	1
凭	1
潘	1
闫	1
坞	1
驼	1
巡	1
跟	1
夫	1
娇	1
尼	1
妃	1
辰	1
泌	1
谛	1
婺	1
牟	1
形	1
唉	1
使	1
莫	1
埃	1
沱	1
追	1
栗	1
糕	1
敢	1
提	1
杀	1
稍	1
谨	1
慎	1
淡	1
注	1
秒	1
删	1
已	1
付	1
硖	1
筑	1
磨	1
构	1
暗	1
棕	1
榈	1
琪	1
槟	1
澄	1
榜	1
柯	1
遥	1
骂	1
冕	1
綦	1
低	1
皖	1
珥	1
震	1
必	1
媚	1
击	1
认	1
驻	1
宠	1
序	1
毕	1
协	1
慧	1
陈	1
兜	1
移	1
橄	1
短	1
偷	1
跑	1
滏	1
炳	1
啤	1
狠	1
厉	1
娜	1
效	1
企	1
它	1
吕	1
荃	1
诸	1
暨	1
俊	1
骅	1
咬	1
粥	1
骆	1
枢	1
护	1
苍	1
卞	1
齿	1
沁	1
汗	1
硬	1
鹰	1
反	1
般	1
碗	1
潜	1
莒	1
幕	1
沿	1
漆	1
戈	1
翁	1
落	1
币	1
郴	1
轨	1
喝	1
荡	1
买	1
幻	1
糖	1
征	1
荒	1
哎	1
幅	1
模	1
脑	1
极	1
酷	1
涉	1
墓	1
慌	1
巨	1
涟	1
怜	1
栩	1
症	1
状	1
兮	1
洁	1
乳	1
贩	1
谋	1
芽	1
躲	1
霍	1
穆	1
晃	1
活	1
鞋	1
狮	1
命	1
令	1
陀	1
仕	1
诉	1
藁	1
椿	1
鹦	1
鹉	1
奸	1
蒋	1
敏	1
钓	1
吐	1
番	1
铃	1
而	1
召	1
盟	1
饮	1
秋	1
疾	1
控	1
捞	1
泼	1
瓮	1
性	1
揭	1
脏	1
俏	1
芥	1
柴	1
预	1
计	1
坐	1
屋	1
溶	1
娅	1
梓	1
氧	1
尽	1
傅	1
羽	1
卦	1
呗	1
佰	1
胎	1
悬	1
群	1
忻	1
孕	1
柔	1
若	1
亩	1
障	1
蛟	1
奔	1
煮	1
杯	1
粤	1
戍	1
丝	1
棉	1
麓	1
值	1
馅	1
峤	1
缅	1
霜	1
酸	1
葛	1
弘	1
责	1
础	1
旭	1
访	1
饺	1
晟	1
拍	1
俱	1
莘	1
砖	1
牌	1
暮	1
汪	1
搞	1
圩	1
烽	1
枚	1
燃	1
右	1
禅	1
茗	1
但	1
姑	1
忽	1
采	1
恋	1
诚	1
钛	1
班	1
疏	1
怡	1
忌	1
乔	1
睿	1
顾	1
变	1
幺	1
疼	1
侠	1
豹	1
档	1
件	1
惯	1
雨	1
墨	1
潞	1
盒	1
畜	1
牧	1
仟	1
魅	1
耕	1
逯	1
湫	1
浠	1
戒	1
毒	1
摸	1
厄	1
椒	1
驹	1
蜜	1
灶	1
儋	1
宸	1
橙	1
妙	1
早	1
邹	1
嵋	1
禹	1
侧	1
琴	1
卉	1
培	1
训	1
酌	1
萌	1
戚	1
围	1
烂	1
杆	1
榭	1
议	1
溆	1
循	1
简	1
象	1
壹	1
汕	1
盗	1
届	1
非	1
宴	1
籍	1
韵	1
屏	1
融	1
筝	1
宛	1
摄	1
射	1
壶	1
细	1
其	1
珍	1
逻	1
逊	1
铝	1
棠	1
及	1
钙	1
勃	1
杜	1
摩	1
兄	1
弟	1
臣	1
阶	1
碣	1
疆	1
梧	1
聋	1
趵	1
突	1
缘	1
霄	1
卷	1
某	1
脸	1
旁	1
够	1
猜	1
莉	1
梦	1
域	1
淅	1
吓	1
嫡	1
享	1
洱	1
借	1
着	1
辅	1
渔	1
贞	1
虫	1
断	1
残	1
妆	1
廖	1
翔	1
翻	1
译	1
单	1
纱	1
犹	1
仑	1
鲤	1
攀	1
辟	1
担	1
罐	1
锌	1
思	1
殡	1
央	1
腿	1
疯	1
仰	1
汶	1
寅	1
峪	1
综	1
梨	1
拇	1
椰	1
画	1
片	1
则	1
骊	1
瓜	1
试	1
灞	1
誓	1
湛	1
砚	1
词	1
裴	1
致	1
厨	1
嫂	1
垢	1
株	1
植	1
答	1
婷	1
耒	1
茔	1
涵	1
淄	1
莎	1
凡	1
尖	1
扎	1
湘	1
彬	1
宇	1
织	1
垦	1
映	1
芙	1
蓉	1
